,0
374,498623.25
375,334653.8
376,719480.8
377,138168.52
378,272343.7
379,217600.02
380,338303.28
381,212657.86
382,791860.06
383,505623.1
384,80126.484
385,322754.62
386,240754.7
387,998602.1
388,153556.22
389,254285.45
390,282250.84
391,275285.56
392,621131.0
393,131491.23
394,1107597.4
395,278547.8
396,127607.67
397,1231874.9
398,567676.9
399,313868.0
400,261316.31
401,141818.69
402,277830.94
403,150242.05
404,210905.77
405,271930.25
406,223490.55
407,223840.77
408,271179.5
409,670695.1
410,48893.766
411,216867.47
412,87566.984
413,134819.64
414,185325.77
415,93731.06
416,372367.56
417,406566.78
418,93070.5
419,171118.7
420,277775.03
421,1709476.8
422,1011703.94
423,332412.3
424,136211.14
425,262018.55
426,372654.2
427,411725.47
428,242120.31
429,483061.5
430,36823.664
431,126382.39
432,398083.4
433,49466.668
434,194066.6
435,469516.97
436,174335.36
437,101931.266
438,634362.8
439,275411.6
440,176912.78
441,445805.03
442,55940.297
443,115062.82
444,628955.1
445,228445.98
446,390578.16
447,152085.56
448,131129.7
449,283300.4
450,93560.93
451,377225.03
452,303731.25
453,323497.88
454,217575.55
455,295253.53
456,191217.38
457,398933.97
458,223543.81
459,267608.16
460,205965.33
461,687347.75
462,304135.3
463,389606.03
464,381158.03
465,290442.16
466,90203.84
467,842004.25
468,179263.31
469,259287.92
470,232085.1
471,388470.75
472,204588.1
473,140524.34
474,273031.28
475,406737.8
476,1087013.8
477,412629.1
478,628003.4
479,151652.8
480,153265.22
481,347820.03
482,363562.72
483,414618.4
484,177446.9
485,254835.8
486,270536.03
487,71035.0
488,800012.4
489,203812.27
490,222869.03
491,646632.06
492,144613.61
493,190992.48
494,94273.61
495,430331.06
496,154875.89
497,137429.05
498,263749.16
499,198430.56
500,227770.08
501,400155.9
502,546037.3
503,149161.73
504,365081.4
505,146960.16
506,45412.7
507,130091.375
508,176428.22
509,431928.8
510,547046.94
511,211005.56
512,539571.25
513,57247.387
514,312870.4
515,305816.97
516,293858.22
517,321177.28
518,507722.1
519,90393.72
520,1034436.25
521,409925.94
522,300212.12
523,362371.97
524,104919.266
525,117255.71
526,133679.53
527,92363.92
528,139362.73
529,341416.7
530,302795.34
531,197682.77
532,278354.5
533,121673.42
534,171389.16
535,146942.9
536,456621.7
537,503481.84
538,189385.28
539,204816.92
540,538147.25
541,292311.75
542,231345.45
543,354771.5
544,342803.62
545,525109.44
546,291161.8
547,145203.42
548,52976.086
549,605479.5
550,307570.75
551,231691.89
552,272857.9
553,291418.53
554,198587.3
555,632165.1
556,227345.39
557,105310.63
558,114352.31
559,133280.08
560,313141.16
561,483126.88
562,163005.81
563,333226.78
564,412052.66
565,380095.16
566,266828.38
567,77068.44
568,296312.44
569,162843.28
570,67711.06
571,106091.76
572,267996.12
573,137094.33
574,256311.14
575,935765.06
576,128809.08
577,779953.0
578,520863.0
579,489184.2
580,400559.12
581,158493.95
582,212226.72
583,162511.45
584,106459.36
585,120711.36
586,525061.9
587,229610.8
588,174072.2
589,165183.84
590,208015.72
591,148393.7
592,210417.16
593,295509.3
594,88292.85
595,236048.78
596,439791.4
597,47094.145
598,988182.0
599,175384.44
600,363261.56
601,167047.97
602,599337.0
603,97885.64
604,94815.95
605,321131.34
606,47255.79
607,195914.45
608,266603.03
609,213243.55
610,248091.67
611,49505.32
612,219994.16
613,273821.12
614,197517.89
615,127984.76
616,321633.97
617,316717.28
618,251998.55
619,85455.336
620,102955.516
621,341461.97
622,266495.75
623,90330.21
624,381309.22
625,808782.94
626,118711.805
627,138893.42
628,330195.25
629,1185419.4
630,472300.4
631,346774.72
632,286836.22
633,217695.89
634,320672.9
635,158025.92
636,1542400.9
637,256026.28
638,265702.22
639,180561.64
640,96198.38
641,575937.75
642,605310.3
643,172920.45
644,167414.31
645,309246.0
646,94069.02
647,345371.72
648,217106.25
649,535033.94
650,399268.5
651,259209.31
652,250454.64
653,273314.47
654,81393.734
655,126099.586
656,122069.76
657,1429339.2
658,1313571.9
659,248939.42
660,152586.48
661,147173.48
662,359083.53
663,265658.34
664,1431916.4
665,991864.25
666,564187.1
667,168703.2
668,874857.25
669,664100.6
670,436531.2
671,159511.89
672,377812.56
673,119472.41
674,469970.75
675,267799.4
676,268908.8
677,79123.695
678,198525.95
679,443452.97
680,1450403.4
681,651404.8
682,80667.49
683,281900.06
684,241533.61
685,1625569.4
686,70126.984
687,688780.2
688,288599.7
689,109290.29
690,136777.89
691,138567.95
692,179547.5
693,231914.72
694,195090.75
695,137111.06
696,155293.4
697,404450.62
698,670076.9
699,164089.81
700,138533.33
701,170454.98
702,337284.0
703,206316.05
704,1025728.6
705,447737.3
706,181575.62
707,167197.16
708,1728789.9
709,404414.75
710,141084.7
711,164368.6
712,216081.12
713,384297.7
714,394663.16
715,435886.84
716,95880.65
717,331909.25
718,144489.25
719,190442.28
720,316639.06
721,974011.0
722,765689.8
723,180533.39
724,62934.184
725,262324.1
726,382019.34
727,791237.3
728,316520.4
729,264332.88
730,275644.66
731,642571.2
732,1038396.8
733,252265.45
734,339921.6
735,256493.3
736,210099.14
737,194422.83
738,444977.16
739,119281.26
740,149971.06
741,225766.62
742,273703.66
743,474794.2
744,870439.8
745,193449.8
746,402659.12
747,106876.84
748,595030.3
749,268834.22
750,509650.5
751,781205.06
752,194431.19
753,305409.53
754,147871.58
755,59264.75
756,478493.0
757,336118.72
758,514209.4
759,878028.5
760,102455.875
761,1020254.56
762,163679.08
763,269038.88
764,205586.77
765,709353.94
766,362665.12
767,112432.984
768,490197.62
769,61381.934
770,185661.14
771,35220.42
772,202241.8
773,117017.55
774,340530.28
775,318203.5
776,153286.12
777,72661.734
778,143644.97
779,207321.95
780,187161.94
781,196436.98
782,390942.6
783,255161.2
784,180643.95
785,65090.152
786,225236.08
787,150709.45
788,36442.9
789,197876.86
790,739305.06
791,381413.6
792,268519.53
793,377802.84
794,119511.266
795,448484.75
796,275293.4
797,295697.34
798,456620.38
799,233902.67
800,344703.06
801,230429.05
802,753373.3
803,234191.53
804,137129.89
805,333939.38
806,452609.12
807,343470.88
808,235215.75
809,327034.4
810,340534.5
811,744943.56
812,330987.22
813,255675.66
814,566140.3
815,1493813.2
816,652537.06
817,116715.74
818,355949.16
819,159355.12
820,850429.44
821,41072.598
822,107615.39
823,73785.29
824,526747.5
825,249859.19
826,338061.4
827,360481.38
828,355321.03
829,100547.73
830,376675.0
831,95490.19
832,460732.2
833,563563.3
834,185877.66
835,172143.66
836,657184.1
837,215350.6
838,472715.0
839,539404.06
840,92862.94
841,154500.6
842,56024.06
843,309940.75
844,143340.1
845,283150.78
846,68280.86
847,193433.19
848,130174.03
849,114868.66
850,219831.62
851,196596.86
852,116473.56
853,125412.38
854,157007.72
855,280967.1
856,407517.44
857,167732.48
858,105479.39
859,411253.38
860,147952.12
861,67958.125
862,261603.58
863,147470.2
864,251191.16
865,441459.62
866,142435.0
867,268235.47
868,471707.12
869,213180.1
870,240332.61
871,384818.1
872,324548.8
873,562138.1
874,285304.06
875,158933.2
876,103410.93
877,250780.67
878,525607.94
879,330010.78
880,167238.61
881,72981.336
882,148372.62
883,866879.4
884,259535.33
885,462246.16
886,155281.56
887,565683.75
888,93522.57
889,205434.3
890,101060.41
891,309185.56
892,108478.15
893,268201.44
894,103627.62
895,658216.0
896,1059131.9
897,583803.56
898,806408.44
899,379745.53
900,470765.2
901,698912.7
902,285769.44
903,419699.06
904,170585.72
905,522451.53
906,696551.2
907,353313.25
908,235250.3
909,98237.19
910,326800.56
911,227112.42
912,167347.56
913,141312.67
914,74042.87
915,161767.69
916,374079.22
917,773255.5
918,95423.81
919,709703.06
920,269457.9
921,255501.88
922,363452.84
923,606792.3
924,281618.97
925,516593.78
926,399943.44
927,260456.95
928,1417357.4
929,128816.57
930,214214.78
931,360756.5
932,483587.4
933,223171.9
934,244622.8
935,95934.984
936,638479.06
937,1968430.8
938,248770.92
939,340662.16
940,183839.17
941,299218.0
942,83708.23
943,215693.02
944,202087.38
945,290738.4
946,493905.22
947,140286.81
948,109697.11
949,96374.5
950,59196.797
951,316512.84
952,158403.44
953,185237.95
954,551090.3
955,73522.66
956,188024.95
957,112546.914
958,169612.58
959,339951.72
960,224512.3
961,348776.66
962,140339.12
963,907905.75
964,841050.9
965,436518.3
966,358891.8
967,69311.24
968,131491.73
969,219374.23
970,882226.1
971,268480.62
972,206482.78
973,753835.44
974,130446.19
975,151275.08
976,604370.1
977,254147.52
978,398457.5
979,110837.336
980,179140.25
981,336656.06
982,91501.305
983,102763.734
984,177604.19
985,87368.8
986,308545.2
987,293441.53
988,571839.56
989,276765.22
990,368125.16
991,117679.516
992,182669.31
993,272354.84
994,624939.0
995,121593.98
996,169638.8
997,210071.89
998,154745.97
999,252134.12
1000,320539.6
1001,357725.9
1002,341605.6
1003,131689.14
1004,575713.1
1005,745077.8
1006,180579.89
1007,373052.5
1008,309788.28
1009,172773.4
1010,221455.02
1011,289613.78
1012,630199.75
1013,158295.45
1014,689543.94
1015,128212.71
1016,1165507.4
1017,446140.62
1018,211717.1
1019,1176426.5
1020,228210.58
1021,89412.54
1022,436172.47
1023,166672.73
1024,117081.516
1025,367651.2
1026,217022.42
1027,606713.6
1028,236568.02
1029,73401.46
1030,593522.75
1031,452082.4
1032,769812.75
1033,288818.6
1034,284960.9
1035,1431976.6
1036,844820.25
1037,208306.36
1038,250353.89
1039,85258.34
1040,40375.293
1041,90084.6
1042,214530.45
1043,224132.36
1044,228716.06
1045,122897.36
1046,486378.2
1047,214350.89
1048,395030.3
1049,87331.97
1050,166352.12
1051,471461.56
1052,522430.06
1053,560206.2
1054,35320.082
1055,804877.1
1056,238562.4
1057,230567.3
1058,76019.97
1059,205138.47
1060,740429.75
1061,427103.97
1062,259719.28
1063,481633.6
1064,323109.72
1065,557174.5
1066,315783.84
1067,375564.12
1068,71801.16
1069,741674.25
1070,299043.44
1071,164968.17
1072,121651.734
1073,213620.1
1074,387239.75
1075,73879.72
1076,298077.03
1077,170725.7
1078,246902.55
1079,102235.59
1080,143356.36
1081,717595.8
1082,126934.29
1083,274222.5
1084,125426.14
1085,474404.03
1086,448527.94
1087,258358.61
1088,82356.24
1089,745320.25
1090,129428.46
1091,294733.62
1092,205442.9
1093,256509.42
1094,163586.06
1095,153473.52
1096,521189.97
1097,85318.53
1098,269620.66
1099,778870.0
1100,419381.78
1101,191409.5
1102,345104.7
1103,144357.31
1104,796107.9
1105,246829.31
1106,164607.83
1107,203219.34
1108,464826.47
1109,135164.8
1110,416715.03
1111,596238.5
1112,311402.0
1113,118648.52
1114,185561.84
1115,469708.62
1116,117109.09
1117,132396.08
1118,118396.805
1119,491572.56
1120,367728.7
1121,214813.58
1122,513233.03
1123,306430.94
1124,292030.28
1125,96710.09
1126,577200.2
1127,658137.5
1128,176997.84
1129,540030.0
1130,328116.56
1131,245062.0
1132,771834.3
1133,500420.56
1134,674622.4
1135,93104.76
1136,362621.9
1137,247404.61
1138,175921.84
1139,124655.445
1140,200888.92
1141,198355.62
1142,166860.1
1143,397510.9
1144,459247.7
1145,219664.17
1146,202955.53
1147,531093.06
1148,140577.84
1149,677735.1
1150,115106.73
1151,120356.64
1152,177899.16
1153,187168.53
1154,734772.06
1155,276368.78
1156,476278.97
1157,160310.08
1158,297977.03
1159,201665.75
1160,97689.71
1161,1114315.5
1162,213541.69
1163,248158.86
1164,230727.0
1165,199371.22
1166,241071.98
1167,133581.14
1168,112039.2
1169,118533.625
1170,194789.38
1171,304043.34
1172,147459.67
1173,377172.47
1174,314319.44
1175,323037.3
1176,421715.62
1177,288649.25
1178,453186.6
1179,87141.79
1180,172963.48
1181,403310.16
1182,293150.34
1183,242059.38
1184,445058.25
1185,389740.6
1186,292217.53
1187,138707.84
1188,137774.7
1189,168600.92
1190,241110.39
1191,100358.05
1192,486386.12
1193,259216.23
1194,145425.02
1195,1172812.8
1196,210860.31
1197,292950.25
1198,150672.94
1199,626262.4
1200,267045.0
1201,131738.88
1202,379181.7
1203,195302.77
1204,584560.7
1205,125609.05
1206,278868.34
1207,130299.98
1208,125352.36
1209,165208.27
1210,610156.2
1211,524971.7
1212,182476.92
1213,304896.72
1214,1136573.0
1215,383732.62
1216,215866.08
1217,99343.24
1218,748012.5
1219,1060745.1
1220,1287684.9
1221,148429.67
1222,133877.3
1223,280351.75
1224,280328.5
1225,241308.45
1226,803910.56
1227,151271.17
1228,442181.78
1229,283801.22
1230,306343.88
1231,231515.42
1232,155637.55
1233,413570.72
1234,97834.23
1235,382935.66
1236,427476.4
1237,83895.63
1238,176282.25
1239,246521.61
1240,343348.1
1241,135202.83
1242,178772.81
1243,445265.44
1244,378077.5
1245,391864.6
1246,270408.06
1247,329724.5
1248,360506.47
1249,231115.69
1250,269128.94
1251,995934.4
1252,127846.79
1253,322806.9
1254,687450.0
1255,548552.5
1256,317147.38
1257,667012.1
1258,101106.29
1259,720321.2
1260,293403.47
1261,673858.5
1262,100545.43
1263,585054.9
1264,333776.66
1265,275887.66
1266,100217.64
1267,213020.98
1268,284837.28
1269,263966.6
1270,244287.31
1271,234812.98
1272,428897.88
1273,409659.78
1274,515360.12
1275,586697.56
1276,266343.8
1277,552221.0
1278,563976.75
1279,511722.78
1280,195914.45
1281,498310.9
1282,159235.1
1283,276739.06
1284,653890.75
1285,305617.56
1286,145660.56
1287,409373.53
1288,147389.1
1289,292228.4
1290,102736.49
1291,128595.875
1292,487614.06
1293,77408.81
1294,1998783.0
1295,539371.2
1296,295219.72
1297,167558.05
1298,46543.61
1299,816532.2
1300,840610.56
1301,378620.9
1302,396503.44
1303,88096.87
1304,187820.83
1305,246229.1
1306,497122.84
1307,168495.0
1308,223903.12
1309,468367.6
1310,256089.28
1311,228898.5
1312,89991.35
1313,333609.9
1314,355038.53
1315,232341.97
1316,124647.125
1317,238183.92
1318,173691.97
1319,156298.25
1320,148706.1
1321,102630.055
1322,146992.25
1323,92860.72
1324,516838.72
1325,173690.62
1326,848833.25
1327,388297.4
1328,407115.0
1329,55300.75
1330,192808.66
1331,201350.95
1332,180737.19
1333,176956.5
1334,286129.4
1335,174238.28
1336,179040.88
1337,357912.56
1338,274182.75
1339,292620.47
1340,157337.62
1341,151895.23
1342,122818.74
1343,228262.61
1344,475663.9
1345,72945.36
1346,439845.06
1347,224817.19
1348,57072.184
1349,170298.52
1350,343462.06
1351,243405.94
1352,220368.56
1353,235957.62
1354,89468.836
1355,108615.52
1356,759753.6
1357,97942.414
1358,326131.53
1359,358504.9
1360,187133.55
1361,168378.53
1362,710995.56
1363,529429.25
1364,186210.5
1365,97891.44
1366,1064256.1
1367,138466.38
1368,82731.266
1369,104031.33
1370,194147.69
1371,491266.53
1372,251431.78
1373,203918.22
1374,69595.45
1375,328094.97
1376,132822.9
1377,435202.72
1378,241804.64
1379,446514.34
1380,87582.695
1381,203410.5
1382,220248.39
1383,165946.48
1384,249143.94
1385,329177.16
1386,769113.44
1387,149102.58
1388,392009.6
1389,518277.5
1390,136499.69
1391,199334.52
1392,173323.45
1393,372118.38
1394,208056.0
1395,279663.34
1396,127471.81
1397,194165.45
1398,422795.22
1399,197409.23
1400,233167.27
1401,278914.38
1402,266724.84
1403,871543.0
1404,55235.656
1405,96011.586
1406,390246.03
1407,239489.03
1408,178904.16
1409,69756.055
1410,174981.3
1411,91840.945
1412,299916.53
1413,271889.3
1414,393134.28
1415,367953.53
1416,436676.12
1417,668738.8
1418,173556.86
1419,197271.64
1420,566452.0
1421,697488.44
1422,180990.39
1423,303217.5
1424,93772.81
1425,167701.12
1426,130897.44
1427,350203.47
1428,348945.97
1429,646109.4
1430,380225.7
1431,125322.0
1432,348883.1
1433,277912.28
1434,501005.53
1435,217764.02
1436,306237.53
1437,153946.4
1438,289932.7
1439,264989.6
1440,90961.96
1441,319139.25
1442,371281.4
1443,182324.19
1444,217165.28
1445,1192527.8
1446,555710.4
1447,164016.92
1448,906366.75
1449,799199.4
1450,1098024.6
1451,510581.16
1452,263323.9
1453,191997.47
1454,1120036.8
1455,398082.62
1456,353652.34
1457,337178.2
1458,344469.12
1459,408735.7
1460,80180.305
1461,321118.78
1462,371899.44
1463,331068.06
1464,219747.58
1465,618365.56
1466,330931.38
1467,263563.6
1468,46100.18
1469,379252.2
1470,492303.97
1471,244302.22
1472,327361.1
1473,162107.75
1474,320530.44
1475,46475.22
1476,126963.23
1477,248970.53
1478,213486.72
1479,371115.72
1480,94353.75
1481,618936.06
1482,126665.95
1483,461490.75
1484,392221.62
1485,114559.93
1486,1073730.0
1487,147848.31
1488,265865.16
1489,85877.305
1490,269829.78
1491,231527.56
1492,171726.84
1493,316571.16
1494,466412.6
1495,259156.17
1496,749939.0
1497,137301.44
1498,121436.84
1499,152966.9
1500,439022.84
1501,184967.67
1502,486049.88
1503,291146.84
1504,267324.28
1505,79354.93
1506,893404.0
1507,73636.48
1508,159300.56
1509,116618.61
1510,126744.24
1511,1033019.56
1512,145813.72
1513,355096.1
1514,1373913.8
1515,294372.66
1516,1713253.4
1517,80586.445
1518,498639.38
1519,133805.69
1520,314357.78
1521,956030.4
1522,515483.5
1523,469655.78
1524,200656.27
1525,743251.9
1526,299188.34
1527,272198.03
1528,539238.44
1529,722745.4
1530,330579.66
1531,357154.22
1532,202722.27
1533,496514.47
1534,60618.99
1535,106197.74
1536,251446.19
1537,350335.78
1538,81276.99
1539,52821.26
1540,369887.9
1541,743638.25
1542,114752.586
1543,256992.55
1544,907872.06
1545,187501.9
1546,103465.375
1547,186392.97
1548,351861.62
1549,252088.45
1550,119343.95
1551,205105.81
1552,1146240.2
1553,487186.44
1554,93351.125
1555,810117.56
1556,44740.414
1557,411219.62
1558,54475.23
1559,258855.08
1560,223241.3
1561,295886.62
1562,289444.78
1563,200472.1
1564,148588.44
1565,390758.12
1566,437379.25
1567,1106538.4
1568,226955.45
1569,433361.34
1570,289340.72
1571,342992.34
1572,162042.05
1573,235446.94
1574,315125.0
1575,71503.836
1576,40668.332
1577,140540.44
1578,118429.33
1579,43334.668
1580,219775.23
1581,228480.62
1582,360303.0
1583,340989.16
1584,690288.06
1585,332174.28
1586,1084608.2
1587,80165.85
1588,108378.99
1589,1355985.4
1590,172923.92
1591,161541.97
1592,319702.47
1593,277743.25
1594,808106.75
1595,78342.28
1596,51320.43
1597,375954.34
1598,986284.94
1599,105199.41
1600,147554.06
1601,133131.7
1602,62101.99
1603,150953.98
1604,1160153.2
1605,40388.613
1606,298703.7
1607,147041.89
1608,179024.81
1609,285553.94
1610,281086.66
1611,307727.7
1612,437247.44
1613,319412.06
1614,585014.1
1615,88281.65
1616,53789.56
1617,218754.8
1618,293701.06
1619,241219.19
1620,602597.5
1621,112826.66
1622,79881.34
1623,775687.7
1624,91510.12
1625,578142.25
1626,425592.22
1627,215520.28
1628,233081.0
1629,200769.6
1630,56121.598
1631,261400.56
1632,80119.85
1633,460718.1
1634,615083.06
1635,89382.11
1636,202536.36
1637,150434.61
1638,1525552.6
1639,66105.97
1640,201978.89
1641,150760.47
1642,141926.66
1643,72926.164
1644,126411.195
1645,444791.8
1646,287073.47
1647,93660.83
1648,401460.5
1649,757393.8
1650,179548.02
1651,113676.76
1652,165054.42
1653,270556.16
1654,599690.94
1655,966312.3
1656,66291.33
1657,34978.742
1658,260349.42
1659,1442129.0
1660,501080.56
1661,504492.16
1662,143863.52
1663,64429.324
1664,213108.98
1665,398935.1
1666,106289.13
1667,160928.31
1668,746135.94
1669,344800.72
1670,55720.18
1671,327164.2
1672,434693.78
1673,120583.07
1674,230689.58
1675,495406.28
1676,36665.484
1677,180352.88
1678,1053880.4
1679,875208.6
1680,305482.34
1681,202227.16
1682,130038.54
1683,85424.29
1684,314416.25
1685,178095.55
1686,151916.83
1687,194142.31
1688,226593.2
1689,194825.58
1690,42088.53
1691,233914.95
1692,431418.72
1693,292750.0
1694,345810.72
1695,50946.652
1696,148269.1
1697,241935.44
1698,445514.78
1699,240227.88
1700,896550.0
1701,369611.44
1702,171465.67
1703,176367.66
1704,292635.56
1705,1081286.9
1706,507758.9
1707,74993.87
1708,113507.76
1709,385515.28
1710,188221.06
1711,133553.77
1712,120543.75
1713,132693.14
1714,317445.12
1715,330010.47
1716,257577.28
1717,165490.22
1718,367950.75
1719,92503.46
1720,105740.86
1721,231431.97
1722,106272.82
1723,26854.17
1724,240503.64
1725,216027.11
1726,623827.3
1727,386938.9
1728,320901.12
1729,509250.62
1730,618742.5
1731,170098.53
1732,567707.2
1733,176255.0
1734,190570.9
1735,292067.9
1736,812382.06
1737,394674.47
1738,140829.03
1739,185809.77
1740,132071.61
1741,293135.78
1742,259741.34
1743,395460.38
1744,196954.9
1745,393341.62
1746,319420.56
1747,100081.55
1748,82969.72
1749,266619.28
1750,216425.11
1751,84061.984
1752,132940.39
1753,519017.47
1754,91362.58
1755,452978.34
1756,129385.75
1757,126110.766
1758,368580.1
1759,153351.48
1760,293654.3
1761,146012.44
1762,232382.75
1763,283144.3
1764,213897.55
1765,404355.0
1766,266348.62
1767,1140957.2
1768,157051.9
1769,107491.28
1770,237061.03
1771,95361.32
1772,284051.12
1773,238777.5
1774,133271.45
1775,170589.64
1776,81918.21
1777,383399.72
1778,410636.84
1779,467715.06
1780,309843.22
1781,355490.5
1782,153263.19
1783,269002.47
1784,84683.086
1785,203389.75
1786,341365.62
1787,287995.38
1788,541064.06
1789,217414.17
1790,392402.34
1791,421894.97
1792,307296.0
1793,95296.13
1794,317924.44
1795,141114.05
1796,336950.28
1797,227794.42
1798,242957.4
1799,336062.0
1800,134727.61
1801,400255.12
1802,105460.58
1803,220432.05
1804,214733.28
1805,260453.72
1806,232287.47
1807,517290.4
1808,310532.47
1809,932878.1
1810,788324.7
1811,237335.2
1812,228911.38
1813,233389.95
1814,281424.84
1815,59104.504
1816,201012.52
1817,82273.58
1818,357874.0
1819,187099.83
1820,301642.47
1821,90047.06
1822,243951.38
1823,478644.47
1824,335695.88
1825,98393.86
1826,268234.44
1827,379887.88
1828,172891.11
1829,393519.5
1830,100184.39
1831,319834.84
1832,320064.6
1833,127040.98
1834,224482.31
1835,415087.62
1836,394581.88
1837,132203.67
1838,466814.47
1839,199110.53
1840,135418.06
1841,286997.62
1842,1328574.5
1843,403168.62
1844,1400605.6
1845,135174.2
1846,309414.2
1847,812778.9
1848,63828.758
1849,324370.9
1850,178499.73
1851,160288.97
1852,186651.44
1853,260945.27
1854,235390.11
1855,336964.75
1856,330220.12
1857,524582.9
1858,723782.8
1859,240837.84
1860,513697.7
1861,772120.0
1862,249138.69
1863,159200.48
1864,246898.3
1865,312984.44
